country,region,state,city,postal_code,geo_id
United States,Western US,Nevada,North Las Vegas,89031.0,2963
Iran,Southern Asia,Yazd,Yazd,,2964
United States,Southern US,Alabama,Tuscaloosa,35401.0,2965
United States,Central US,Wisconsin,Franklin,53132.0,2966
Egypt,North Africa,Qina,Qena,,2967
United Kingdom,Northern Europe,England,Hinckley,,2968
Brazil,South America,Espírito Santo,Guarapari,,2969
Sweden,Northern Europe,Skåne,Lund,,2970
France,Western Europe,Centre-Val de Loire,Montargis,,2971
Egypt,North Africa,Ash Sharqiyah,Abu Kabir,,2972
France,Western Europe,Ile-de-France,La Celle-Saint-Cloud,,2973
China,Eastern Asia,Guangxi,Lianzhou,,2974
China,Eastern Asia,Hubei,Xinzhou,,2975
United States,Eastern US,District of Columbia,Washington,20016.0,2976
Romania,Eastern Europe,Braila,Braila,,2977
China,Eastern Asia,Hunan,Lianyuan,,2978
Brazil,South America,Maranhão,Itapecuru Mirim,,2979
Nigeria,Western Africa,Yobe,Damaturu,,2980
Turkey,Western Asia,Düzce,Duzce,,2981
Mali,Western Africa,Kayes,Kayes,,2982
Argentina,South America,Santa Fe,Santa Fe,,2983
Canada,Canada,Ontario,Guelph,,2984
Germany,Western Europe,Bavaria,Bamberg,,2985
Netherlands,Western Europe,South Holland,Alphen aan den Rijn,,2986
Colombia,South America,Boyacá,Sogamoso,,2987
Spain,Southern Europe,Madrid,El Escorial,,2988
United States,Western US,California,Thousand Oaks,91360.0,2989
Argentina,South America,Santa Fe,Avellaneda,,2990
United States,Western US,Arizona,Tempe,85281.0,2991
United States,Southern US,Tennessee,Murfreesboro,37130.0,2992
Italy,Southern Europe,Lombardy,Treviglio,,2993
France,Western Europe,Bourgogne-Franche-Comté,Lons-le-Saunier,,2994
Canada,Canada,Manitoba,Winnipeg,,2995
France,Western Europe,Auvergne-Rhône-Alpes,Oullins,,2996
Brazil,South America,São Paulo,Indaiatuba,,2997
Germany,Western Europe,Baden-Württemberg,Mannheim,,2998
United Kingdom,Northern Europe,England,Hemel Hempstead,,2999
Brazil,South America,Bahia,Juazeiro,,3000
France,Western Europe,Bourgogne-Franche-Comté,Le Creusot,,3001
Cameroon,Central Africa,Sud-Ouest,Limbe,,3002
Kazakhstan,Central Asia,Qaraghandy,Temirtau,,3003
India,Southern Asia,Karnataka,Mysore,,3004
United States,Southern US,Tennessee,Jackson,38301.0,3005
China,Eastern Asia,Inner Mongolia,Hohhot,,3006
Turkey,Western Asia,Kars,Kars,,3007
Turkey,Western Asia,Eskisehir,Eskisehir,,3008
Japan,Eastern Asia,Tochigi,Oyama,,3009
United States,Southern US,Arkansas,Fayetteville,72701.0,3010
Italy,Southern Europe,Calabria,Cosenza,,3011
Canada,Canada,British Columbia,Richmond,,3012
China,Eastern Asia,Hubei,Xiangfan,,3013
Uzbekistan,Central Asia,Jizzakh,Jizzakh,,3014
Poland,Eastern Europe,Lubusz,Zielona Gora,,3015
United Kingdom,Northern Europe,England,Fareham,,3016
Peru,South America,Puno,Juliaca,,3017
Kazakhstan,Central Asia,Qaraghandy,Qaraghandy,,3018
Poland,Eastern Europe,Silesia,Bielsko-Biala,,3019
Italy,Southern Europe,Basilicata,Potenza,,3020
Brazil,South America,Mato Grosso do Sul,Dourados,,3021
Canada,Canada,Alberta,Calgary,,3022
United States,Southern US,Arkansas,Pine Bluff,71603.0,3023
France,Western Europe,Ile-de-France,Montgeron,,3024
Belgium,Western Europe,East Flanders,Aalst,,3025
Germany,Western Europe,North Rhine-Westphalia,Ennigerloh,,3026
Bulgaria,Eastern Europe,Stara Zagora,Stara Zagora,,3027
Croatia,Southern Europe,Primorsko-Goranska,Rijeka,,3028
Brazil,South America,São Paulo,Catanduva,,3029
Cameroon,Central Africa,Ouest,Bafoussam,,3030
Italy,Southern Europe,Lombardy,Cinisello Balsamo,,3031
Turkey,Western Asia,Tokat,Tokat,,3032
Germany,Western Europe,Thuringia,Sonneberg,,3033
Canada,Canada,Ontario,Richmond Hill,,3034
Netherlands,Western Europe,South Holland,Dordrecht,,3035
Turkey,Western Asia,Ankara,Etimesgut,,3036
China,Eastern Asia,Tianjin,Tanggu,,3037
Portugal,Southern Europe,Braga,Guimarães,,3038
France,Western Europe,Nord-Pas-de-Calais-Picardie,Saint-Pol-sur-Mer,,3039
Venezuela,South America,Aragua,Turmero,,3040
Colombia,South America,Valle del Cauca,Palmira,,3041
Peru,South America,Moquegua,Ilo,,3042
United States,Central US,Texas,Mansfield,76063.0,3043
Belgium,Western Europe,East Flanders,Hamme,,3044
Uzbekistan,Central Asia,Khorezm,Urganch,,3045
China,Eastern Asia,Zhejiang,Wenling,,3046
Netherlands,Western Europe,Drenthe,Assen,,3047
Turkey,Western Asia,Sivas,Sivas,,3048
Germany,Western Europe,Bavaria,Passau,,3049
Nigeria,Western Africa,Ogun,Shagamu,,3050
United Kingdom,Northern Europe,England,Southampton,,3051
Netherlands,Western Europe,Overijssel,Enschede,,3052
France,Western Europe,Brittany,Lorient,,3053
United States,Central US,Missouri,Jefferson City,65109.0,3054
Brazil,South America,Bahia,Ilhéus,,3055
United States,Eastern US,New York,Buffalo,14215.0,3056
Iraq,Western Asia,Dhi Qar,An Nasiriyah,,3057
Mexico,Central America,Sonora,San Luis Río Colorado,,3058
Japan,Eastern Asia,Okayama,Kurashiki,,3059
France,Western Europe,Normandy,Elbeuf,,3060
Netherlands,Western Europe,North Holland,Purmerend,,3061
Kazakhstan,Central Asia,Almaty,Sarkand,,3062
Zambia,Eastern Africa,Central,Kabwe,,3063
Nigeria,Western Africa,Imo,Owerri,,3064
France,Western Europe,Ile-de-France,Les Pavillons-sous-Bois,,3065
Uganda,Eastern Africa,Gulu,Gulu,,3066
China,Eastern Asia,Jiangsu,Taizhou,,3067
United Kingdom,Northern Europe,England,Nuneaton,,3068
United States,Western US,California,Lodi,95240.0,3069
Germany,Western Europe,North Rhine-Westphalia,Willich,,3070
France,Western Europe,Ile-de-France,Tremblay-en-France,,3071
Argentina,South America,Jujuy,San Salvador de Jujuy,,3072
Japan,Eastern Asia,Ibaraki,Tsukuba,,3073
India,Southern Asia,Chhattisgarh,Durg,,3074
Belarus,Eastern Europe,Hrodna,Lida,,3075
United Kingdom,Northern Europe,England,High Wycombe,,3076
Venezuela,South America,Aragua,Palo Negro,,3077
United States,Western US,California,Escondido,92025.0,3078
United States,Eastern US,New Hampshire,Dover,3820.0,3079
Indonesia,Southeastern Asia,Kalimantan Selatan,Banjarmasin,,3080
United States,Central US,South Dakota,Sioux Falls,57103.0,3081
United States,Southern US,Georgia,Sandy Springs,30328.0,3082
Canada,Canada,Ontario,Markham,,3083
Nigeria,Western Africa,Anambra,Onitsha,,3084
India,Southern Asia,Haryana,Sonipat,,3085
China,Eastern Asia,Liaoning,Beipiao,,3086
Brazil,South America,Alagoas,Arapiraca,,3087
United States,Central US,Minnesota,Saint Paul,55106.0,3088
Argentina,South America,La Pampa,Santa Rosa,,3089
Italy,Southern Europe,Lazio,Anzio,,3090
United States,Western US,California,Redding,96003.0,3091
Slovakia,Eastern Europe,Banská Bystrica,Banska Bystrica,,3092
Germany,Western Europe,North Rhine-Westphalia,Kerpen,,3093
Cameroon,Central Africa,Littoral,Edea,,3094
United Kingdom,Northern Europe,England,Taunton,,3095
Mexico,Central America,Guanajuato,Acámbaro,,3096
Brazil,South America,Rondônia,Ariquemes,,3097
Brazil,South America,Rio Grande do Sul,Rio Grande,,3098
China,Eastern Asia,Hunan,Loudi,,3099
United States,Central US,Illinois,Naperville,60540.0,3100
Brazil,South America,Pernambuco,Palmares,,3101
Brazil,South America,São Paulo,Guarujá,,3102
France,Western Europe,Alsace-Champagne-Ardenne-Lorraine,Lingolsheim,,3103
United States,Southern US,Arkansas,Jonesboro,72401.0,3104
United States,Central US,Michigan,Dearborn Heights,48127.0,3105
France,Western Europe,Auvergne-Rhône-Alpes,Montbrison,,3106
Brazil,South America,São Paulo,Guaratinguetá,,3107
Germany,Western Europe,Schleswig-Holstein,Flensburg,,3108
Burundi,Eastern Africa,Bujumbura-Mairie,Bujumbura,,3109
China,Eastern Asia,Guangdong,Yangjiang,,3110
Netherlands,Western Europe,Limburg,Maastricht,,3111
United States,Central US,Wisconsin,La Crosse,54601.0,3112
Peru,South America,Puno,Puno,,3113
Somalia,Eastern Africa,Jubbada Hoose,Kismaayo,,3114
France,Western Europe,Bourgogne-Franche-Comté,Beaune,,3115
Bulgaria,Eastern Europe,Pazardzhik,Pazardzhik,,3116
Japan,Eastern Asia,Hokkaido,Asahikawa,,3117
Canada,Canada,Quebec,Quebec,,3118
Tanzania,Eastern Africa,Tabora,Tabora,,3119
Mexico,Central America,Guerrero,Zihuatanejo,,3120
Brazil,South America,Bahia,Jacobina,,3121
China,Eastern Asia,Sichuan,Deyang,,3122
Argentina,South America,Neuquén,Neuquén,,3123
United Kingdom,Northern Europe,England,Chatham,,3124
Turkey,Western Asia,Bursa,Inegol,,3125
Mali,Western Africa,Mopti,Mopti,,3126
United States,Central US,Michigan,Lansing,48911.0,3127
Madagascar,Eastern Africa,Haute-Matsiatra,Fianarantsoa,,3128
Japan,Eastern Asia,Chiba,Ichikawa,,3129
Peru,South America,Cajamarca,Cajamarca,,3130
United States,Eastern US,Ohio,Mason,45040.0,3131
Bhutan,Southern Asia,Chukha,Phuntsholing,,3132
Iraq,Western Asia,Diyala,Baqubah,,3133
Belgium,Western Europe,West Flanders,Kortrijk,,3134
Italy,Southern Europe,Piedmont,Alessandria,,3135
Benin,Western Africa,Borgou,Parakou,,3136
Italy,Southern Europe,Sicily,Gela,,3137
Canada,Canada,British Columbia,Surrey,,3138
Argentina,South America,La Rioja,La Rioja,,3139
Poland,Eastern Europe,Silesia,Jaworzno,,3140
Argentina,South America,Provincia de Buenos Aires,Bahía Blanca,,3141
United States,Southern US,Florida,Melbourne,32935.0,3142
South Africa,Southern Africa,North-West,Rustenburg,,3143
France,Western Europe,Nord-Pas-de-Calais-Picardie,Ronchin,,3144
Canada,Canada,Nova Scotia,Halifax,,3145
France,Western Europe,Alsace-Champagne-Ardenne-Lorraine,Chaumont,,3146
Russia,Eastern Europe,Yevrey,Birobidzhan,,3147
Brazil,South America,São Paulo,Caraguatatuba,,3148
United States,Eastern US,West Virginia,Wheeling,26003.0,3149
Turkey,Western Asia,Samsun,Samsun,,3150
China,Eastern Asia,Guangdong,Foshan,,3151
Russia,Eastern Europe,Irkutsk,Usol'ye-Sibirskoye,,3152
Romania,Eastern Europe,Arad,Arad,,3153
United States,Western US,Utah,Lehi,84043.0,3154
Netherlands,Western Europe,Gelderland,Nijmegen,,3155
Brazil,South America,São Paulo,Tatuí,,3156
Iran,Southern Asia,Khuzestan,Shushtar,,3157
United Kingdom,Northern Europe,England,Maidstone,,3158
Colombia,South America,Meta,Villavicencio,,3159
China,Eastern Asia,Beijing,Tongzhou,,3160
Italy,Southern Europe,Veneto,Chioggia,,3161
Brazil,South America,São Paulo,Praia Grande,,3162
Egypt,North Africa,Kafr Ash Shaykh,Disuq,,3163
United States,Central US,Texas,Laredo,78041.0,3164
France,Western Europe,Ile-de-France,Limay,,3165
Turkey,Western Asia,Istanbul,Maltepe,,3166
China,Eastern Asia,Shanxi,Changzhi,,3167
New Zealand,Oceania,Waikato,Cambridge,,3168
Mexico,Central America,Tamaulipas,Valle Hermoso,,3169
China,Eastern Asia,Hubei,Zaoyang,,3170
Brazil,South America,São Paulo,Itapetininga,,3171
China,Eastern Asia,Jiangxi,Jingdezhen,,3172
United States,Central US,Missouri,Columbia,65203.0,3173
Italy,Southern Europe,Tuscany,Pisa,,3174
France,Western Europe,Nord-Pas-de-Calais-Picardie,Mons-en-Baroeul,,3175
France,Western Europe,Provence-Alpes-Côte d'Azur,Carpentras,,3176
China,Eastern Asia,Inner Mongolia,Chifeng,,3177
India,Southern Asia,Uttar Pradesh,Hapur,,3178
Tanzania,Eastern Africa,Morogoro,Morogoro,,3179
Mexico,Central America,Puebla,Teziutlán,,3180
Netherlands,Western Europe,North Holland,Den Helder,,3181
India,Southern Asia,Karnataka,Shimoga,,3182
France,Western Europe,Auvergne-Rhône-Alpes,Annemasse,,3183
Italy,Southern Europe,Sardinia,Sassari,,3184
United States,Central US,Texas,Bryan,77803.0,3185
Argentina,South America,Provincia de Buenos Aires,San Nicolás de los Arroyos,,3186
Belgium,Western Europe,Liège,Seraing,,3187
Netherlands,Western Europe,North Holland,Hilversum,,3188
China,Eastern Asia,Fujian,Zhangzhou,,3189
Turkey,Western Asia,Erzurum,Erzurum,,3190
Chile,South America,Tarapacá,Iquique,,3191
Venezuela,South America,Anzoátegui,Barcelona,,3192
United States,Western US,California,Torrance,90503.0,3193
Brazil,South America,São Paulo,Votuporanga,,3194
Czech Republic,Eastern Europe,Olomouc,Olomouc,,3195
United States,Western US,Colorado,Pueblo,81001.0,3196
Nigeria,Western Africa,Zamfara,Gusau,,3197
Saudi Arabia,Western Asia,Al Madinah,Yanbu al Bahr,,3198
United States,Central US,Texas,Mesquite,75150.0,3199
Portugal,Southern Europe,Lisboa,Loures,,3200
United States,Central US,Illinois,Bolingbrook,60440.0,3201
Sweden,Northern Europe,Stockholm,Upplands Väsby,,3202
France,Western Europe,Bourgogne-Franche-Comté,Vesoul,,3203
United States,Southern US,Alabama,Huntsville,35810.0,3204
United States,Eastern US,New Jersey,Perth Amboy,8861.0,3205
South Africa,Southern Africa,Free State,Bloemfontein,,3206
Brazil,South America,Mato Grosso,Várzea Grande,,3207
Mexico,Central America,México,Huixquilucan,,3208
Zambia,Eastern Africa,Copperbelt,Luanshya,,3209
Togo,Western Africa,Centrale,Sokode,,3210
China,Eastern Asia,Hunan,Liuyang,,3211
India,Southern Asia,West Bengal,Barddhaman,,3212
Argentina,South America,Salta,Salta,,3213
Ireland,Northern Europe,South Dublin,Tallaght,,3214
Italy,Southern Europe,Sardinia,Quartu Sant'Elena,,3215
United States,Western US,New Mexico,Rio Rancho,87124.0,3216
United States,Central US,Texas,Texas City,77590.0,3217
Turkey,Western Asia,Manisa,Soma,,3218
Italy,Southern Europe,Emilia-Romagna,Imola,,3219
France,Western Europe,Centre-Val de Loire,Olivet,,3220
France,Western Europe,Ile-de-France,Bobigny,,3221
United States,Western US,Arizona,Bullhead City,86442.0,3222
Iran,Southern Asia,Ilam,Ilam,,3223
Philippines,Southeastern Asia,Calabarzon,San Pedro,,3224
United States,Central US,Texas,Richardson,75080.0,3225
France,Western Europe,Aquitaine-Limousin-Poitou-Charentes,Biarritz,,3226
Iran,Southern Asia,Razavi Khorasan,Torbat-e Heydariyeh,,3227
United States,Central US,Texas,Pharr,78577.0,3228
Ukraine,Eastern Europe,Luhans'k,Stakhanov,,3229
Belarus,Eastern Europe,Vitsyebsk,Polatsk,,3230
France,Western Europe,Nord-Pas-de-Calais-Picardie,Abbeville,,3231
China,Eastern Asia,Ningxia,Shizuishan,,3232
Turkey,Western Asia,Mardin,Kiziltepe,,3233
Macedonia,Southern Europe,Kumanovo,Kumanovo,,3234
Libya,North Africa,Al Marqab,Al Khums,,3235
Sweden,Northern Europe,Skåne,Helsingborg,,3236
United States,Eastern US,Delaware,Dover,19901.0,3237
United States,Southern US,North Carolina,Monroe,28110.0,3238
United States,Eastern US,New York,Auburn,13021.0,3239
Venezuela,South America,Aragua,El Limón,,3240
Lithuania,Northern Europe,Šiauliai,Siauliai,,3241
Brazil,South America,Ceará,Sobral,,3242
Romania,Eastern Europe,Dolj,Craiova,,3243
South Korea,Eastern Asia,Gyeonggi,Kwangju,,3244
Germany,Western Europe,Baden-Württemberg,Baden-Baden,,3245
United States,Western US,Washington,Bellingham,98226.0,3246
United States,Western US,Washington,Everett,98208.0,3247
India,Southern Asia,West Bengal,Barasat,,3248
United Kingdom,Northern Europe,England,Bury,,3249
United States,Western US,California,Hesperia,92345.0,3250
Turkey,Western Asia,Antalya,Alanya,,3251
United States,Southern US,North Carolina,Burlington,27217.0,3252
Italy,Southern Europe,Apulia,Bitonto,,3253
United States,Western US,California,Chico,95928.0,3254
Germany,Western Europe,Hesse,Fulda,,3255
Mexico,Central America,México,Melchor Ocampo,,3256
United States,Western US,California,Antioch,94509.0,3257
Italy,Southern Europe,Liguria,Savona,,3258
Canada,Canada,Nova Scotia,Dartmouth,,3259
Germany,Western Europe,North Rhine-Westphalia,Borken,,3260
Italy,Southern Europe,Lazio,Fiumicino,,3261
Brazil,South America,São Paulo,Itu,,3262
Turkey,Western Asia,Ordu,Ordu,,3263
Turkmenistan,Central Asia,Mary,Mary,,3264
Norway,Northern Europe,Hedmark,Hamar,,3265
Mexico,Central America,Nuevo León,Linares,,3266
India,Southern Asia,Uttar Pradesh,Ghaziabad,,3267
China,Eastern Asia,Henan,Shangqiu,,3268
United States,Southern US,Arkansas,Rogers,72756.0,3269
United States,Central US,Michigan,Mount Pleasant,48858.0,3270
United States,Eastern US,Massachusetts,Leominster,1453.0,3271
United States,Central US,Texas,Harlingen,78550.0,3272
Poland,Eastern Europe,Greater Poland,Kalisz,,3273
United States,Central US,Indiana,Richmond,47374.0,3274
Ukraine,Eastern Europe,Ivano-Frankivsk,Ivano-Frankivs'k,,3275
United States,Eastern US,Massachusetts,Cambridge,2138.0,3276
Brazil,South America,Mato Grosso do Sul,Cassilândia,,3277
South Africa,Southern Africa,Gauteng,Benoni,,3278
Germany,Western Europe,Bavaria,Schweinfurt,,3279
Benin,Western Africa,Alibori,Kandi,,3280
Turkey,Western Asia,Isparta,Isparta,,3281
Cameroon,Central Africa,Littoral,Loum,,3282
Tanzania,Eastern Africa,Pwani,Bagamoyo,,3283
Peru,South America,La Libertad,Trujillo,,3284
Venezuela,South America,Zulia,Cabimas,,3285
Ghana,Western Africa,Eastern,Koforidua,,3286
United States,Western US,Colorado,Loveland,80538.0,3287
Nigeria,Western Africa,Adamawa,Mubi,,3288
United States,Western US,Idaho,Boise,83704.0,3289
Italy,Southern Europe,Emilia-Romagna,Rimini,,3290
Brazil,South America,Amazonas,Manacapuru,,3291
Kazakhstan,Central Asia,Pavlodar,Ekibastuz,,3292
Portugal,Southern Europe,Porto,Vila Nova de Gaia,,3293
China,Eastern Asia,Henan,Anyang,,3294
United Kingdom,Northern Europe,England,Harlow,,3295
France,Western Europe,Provence-Alpes-Côte d'Azur,La Ciotat,,3296
Brazil,South America,Amazonas,Coari,,3297
Germany,Western Europe,North Rhine-Westphalia,Hattingen,,3298
Slovakia,Eastern Europe,Žilina,Zilina,,3299
Turkey,Western Asia,Kocaeli,Kocaeli,,3300
India,Southern Asia,Telangana,Kukatpalli,,3301
China,Eastern Asia,Hunan,Huaihua,,3302
Brazil,South America,Parana,Arapongas,,3303
Iran,Southern Asia,Mazandaran,Babol,,3304
France,Western Europe,Nord-Pas-de-Calais-Picardie,Faches-Thumesnil,,3305
France,Western Europe,Centre-Val de Loire,Saint-Pierre-des-Corps,,3306
Chile,South America,Santiago,Lo Prado,,3307
Bangladesh,Southern Asia,Chittagong,Cox’s Bāzār,,3308
Nigeria,Western Africa,Ondo,Owo,,3309
France,Western Europe,Ile-de-France,Pierrefitte-sur-Seine,,3310
Brazil,South America,Pará,Santarém,,3311
Nigeria,Western Africa,Osun,Ilesha,,3312
China,Eastern Asia,Hunan,Yuanjiang,,3313
Brazil,South America,Rio Grande do Sul,Bento Gonçalves,,3314
Japan,Eastern Asia,Hokkaido,Atsugacho,,3315
France,Western Europe,Ile-de-France,Longjumeau,,3316
Brazil,South America,Pará,Itaituba,,3317
Romania,Eastern Europe,Arges,Pitesti,,3318
Cameroon,Central Africa,Sud-Ouest,Kumba,,3319
United States,Southern US,Louisiana,Kenner,70065.0,3320
China,Eastern Asia,Sichuan,Tongchuan,,3321
Mexico,Central America,San Luis Potosí,Matehuala,,3322
Turkey,Western Asia,Istanbul,Umraniye,,3323
United Arab Emirates,Western Asia,'Ajman,Ajman,,3324
Japan,Eastern Asia,Aomori,Hachinohe,,3325
United Kingdom,Northern Europe,England,Gillingham,,3326
Mexico,Central America,Sinaloa,Guamúchil,,3327
Algeria,North Africa,Bechar,Bechar,,3328
Brazil,South America,Santa Catarina,Palhoça,,3329
Brazil,South America,Acre,Cruzeiro do Sul,,3330
Russia,Eastern Europe,Novosibirsk,Toguchin,,3331
South Africa,Southern Africa,Gauteng,Tembisa,,3332
France,Western Europe,Nord-Pas-de-Calais-Picardie,Denain,,3333
United States,Eastern US,New York,New Rochelle,10801.0,3334
United States,Western US,Utah,Draper,84020.0,3335
Ukraine,Eastern Europe,Zhytomyr,Berdychiv,,3336
China,Eastern Asia,Hebei,Baoding,,3337
Germany,Western Europe,Saarland,Schiffweiler,,3338
United States,Southern US,Georgia,Athens,30605.0,3339
China,Eastern Asia,Shandong,Penglai,,3340
United States,Southern US,Kentucky,Murray,42071.0,3341
United States,Western US,Idaho,Pocatello,83201.0,3342
United States,Western US,Nevada,Reno,89502.0,3343
United States,Eastern US,Connecticut,Manchester,6040.0,3344
Spain,Southern Europe,Valenciana,Elda,,3345
United Kingdom,Northern Europe,England,Bideford,,3346
China,Eastern Asia,Anhui,Chaohu,,3347
United States,Eastern US,New York,Niagara Falls,14304.0,3348
Japan,Eastern Asia,Hyogo,Amagasaki,,3349
Romania,Eastern Europe,Vrancea,Focsani,,3350
Turkey,Western Asia,Izmir,Menemen,,3351
Turkey,Western Asia,Tekirdag,Tekirdag,,3352
Zimbabwe,Eastern Africa,Mashonaland West,Kadoma,,3353
United States,Southern US,Florida,Kissimmee,34741.0,3354
Peru,South America,Piura,Piura,,3355
United Kingdom,Northern Europe,Scotland,Paisley,,3356
Argentina,South America,Provincia de Buenos Aires,Junín,,3357
United Kingdom,Northern Europe,England,Gosport,,3358
United States,Central US,Michigan,Canton,48187.0,3359
Eritrea,Eastern Africa,Anseba,Keren,,3360
South Africa,Southern Africa,Kwazulu-natal,Ulundi,,3361
France,Western Europe,Ile-de-France,Le Pré-Saint-Gervais,,3362
Israel,Western Asia,Southern,Be'er Sheva,,3363
Netherlands,Western Europe,North Holland,Alkmaar,,3364
United States,Western US,Montana,Missoula,59801.0,3365
Equatorial Guinea,Central Africa,Litoral,Bata,,3366
United States,Western US,Utah,Logan,84321.0,3367
Pakistan,Southern Asia,Punjab,Gujrat,,3368
United States,Central US,Michigan,Sterling Heights,48310.0,3369
South Africa,Southern Africa,Kwazulu-natal,Stanger,,3370
Turkey,Western Asia,Aksaray,Aksaray,,3371
United States,Eastern US,New Jersey,Atlantic City,8401.0,3372
Turkey,Western Asia,Amasya,Amasya,,3373
China,Eastern Asia,Jiangsu,Taixing,,3374
Nigeria,Western Africa,Abuja Capital Territory,Abuja,,3375
France,Western Europe,Ile-de-France,Moissy-Cramayel,,3376
Belize,Central America,Cayo District,San Ignacio,,3377
Netherlands,Western Europe,South Holland,Vlaardingen,,3378
United States,Western US,California,Sunnyvale,94086.0,3379
Ukraine,Eastern Europe,Luhans'k,Lisichansk,,3380
South Africa,Southern Africa,Mpumalanga,eMbalenhle,,3381
Turkey,Western Asia,Sirnak,Silopi,,3382
United States,Western US,Nevada,Sparks,89431.0,3383
Turkey,Western Asia,Siirt,Siirt,,3384
Mozambique,Eastern Africa,Tete,Tete,,3385
Colombia,South America,Cundinamarca,Mosquera,,3386
Benin,Western Africa,Atlantique,Ouidah,,3387
Italy,Southern Europe,Emilia-Romagna,Faenza,,3388
South Africa,Southern Africa,Kwazulu-natal,Mpumalanga,,3389
United States,Central US,Wisconsin,Waukesha,53186.0,3390
Brazil,South America,Pernambuco,Vitória de Santo Antão,,3391
Peru,South America,Lima,Barranca,,3392
Angola,Central Africa,Namibe,Namibe,,3393
Netherlands,Western Europe,North Brabant,Roosendaal,,3394
Armenia,Western Asia,Lori,Vanadzor,,3395
United Kingdom,Northern Europe,England,Bracknell,,3396
Italy,Southern Europe,Umbria,Foligno,,3397
United States,Central US,South Dakota,Aberdeen,57401.0,3398
United States,Eastern US,New York,Mount Vernon,10550.0,3399
United States,Central US,Michigan,Midland,48640.0,3400
France,Western Europe,Languedoc-Roussillon-Midi-Pyrénées,Agde,,3401
France,Western Europe,Provence-Alpes-Côte d'Azur,Vence,,3402
United States,Central US,Wisconsin,Madison,53711.0,3403
Denmark,Northern Europe,Hovedstaden,Frederiksberg,,3404
Canada,Canada,Ontario,Pickering,,3405
United States,Southern US,Florida,Port Orange,32127.0,3406
United States,Western US,California,Davis,95616.0,3407
Morocco,North Africa,Gharb-Chrarda-Béni Hssen,Sidi Qacem,,3408
Egypt,North Africa,Al Buhayrah,Kafr ad Dawwar,,3409
China,Eastern Asia,Hunan,Yiyang,,3410
Brazil,South America,Parana,Apucarana,,3411
Germany,Western Europe,Brandenburg,Forst,,3412
Sierra Leone,Western Africa,Northern,Makeni,,3413
Peru,South America,Lambayeque,Chiclayo,,3414
United States,Western US,Washington,Olympia,98502.0,3415
Oman,Western Asia,Muscat,Muscat,,3416
United States,Eastern US,New Jersey,Bridgeton,8302.0,3417
United States,Western US,Colorado,Broomfield,80020.0,3418
United Kingdom,Northern Europe,Scotland,Cumbernauld,,3419
Bosnia and Herzegovina,Southern Europe,Federation of Bosnia and Herzegovina,Tuzla,,3420
China,Eastern Asia,Fujian,Quanzhou,,3421
Croatia,Southern Europe,Splitsko-Dalmatinska,Split,,3422
Colombia,South America,Antioquia,Apartadó,,3423
United States,Southern US,Alabama,Mobile,36608.0,3424
Russia,Eastern Europe,Kabardino-Balkariya,Nal'chik,,3425
Italy,Southern Europe,Lombardy,Busto Arsizio,,3426
Brazil,South America,Minas Gerais,Ipatinga,,3427
United States,Eastern US,Maryland,Rockville,20852.0,3428
Spain,Southern Europe,Catalonia,Manresa,,3429
Nigeria,Western Africa,Cross River,Ugep,,3430
Cameroon,Central Africa,Extreme-Nord,Maroua,,3431
United States,Southern US,Florida,Tallahassee,32303.0,3432
United States,Southern US,Georgia,Macon,31204.0,3433
Brazil,South America,São Paulo,Carapicuíba,,3434
Italy,Southern Europe,Tuscany,Siena,,3435
Argentina,South America,Entre Ríos,Concepción del Uruguay,,3436
Egypt,North Africa,Al Minya,Samalut,,3437
United States,Eastern US,New Jersey,Belleville,7109.0,3438
South Africa,Southern Africa,Free State,Botshabelo,,3439
United States,Central US,Texas,Coppell,75019.0,3440
Venezuela,South America,Zulia,San Carlos del Zulia,,3441
Colombia,South America,Cundinamarca,Facatativá,,3442
United States,Eastern US,Ohio,Kent,44240.0,3443
United States,Central US,Michigan,Holland,49423.0,3444
United States,Western US,California,Mission Viejo,92691.0,3445
Ukraine,Eastern Europe,Cherkasy,Uman',,3446
Nigeria,Western Africa,Katsina,Funtua,,3447
Italy,Southern Europe,Campania,Afragola,,3448
France,Western Europe,Auvergne-Rhône-Alpes,Cluses,,3449
Mexico,Central America,Chiapas,Tapachula,,3450
Tanzania,Eastern Africa,Pwani,Chalinze,,3451
Brazil,South America,Ceará,Aracati,,3452
China,Eastern Asia,Shandong,Weihai,,3453
United States,Central US,Texas,San Angelo,76903.0,3454
Italy,Southern Europe,Campania,Cercola,,3455
United Kingdom,Northern Europe,England,Stafford,,3456
Brazil,South America,Ceará,São Benedito,,3457
Brazil,South America,São Paulo,Itapeva,,3458
Czech Republic,Eastern Europe,Liberec,Liberec,,3459
Mexico,Central America,Guanajuato,Silao,,3460
United States,Central US,Illinois,Park Ridge,60068.0,3461
United States,Central US,Texas,Garland,75043.0,3462
France,Western Europe,Brittany,Douarnenez,,3463
Italy,Southern Europe,Emilia-Romagna,Modena,,3464
Brazil,South America,São Paulo,São Vicente,,3465
Iran,Southern Asia,Mazandaran,Chalus,,3466
Poland,Eastern Europe,Masovia,Plock,,3467
United States,Central US,Michigan,Saginaw,48601.0,3468
Czech Republic,Eastern Europe,Usti nad Labem,Usti nad Labem,,3469
United States,Western US,Washington,Longview,98632.0,3470
